country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
Germany,DEU,31/03/2021,14194068,9965085,4229014,308666,16.92,11.88,5.04,3679,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,01/04/2021,14522346,10202228,4320149,307897,17.31,12.16,5.15,3670,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,02/04/2021,14748457,10360330,4388157,286601,17.58,12.35,5.23,3416,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,03/04/2021,14980859,10528147,4452742,279556,17.86,12.55,5.31,3332,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,04/04/2021,15174203,10670988,4503245,279089,18.09,12.72,5.37,3326,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,05/04/2021,15422565,10849027,4573564,270824,18.38,12.93,5.45,3228,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,10/04/2021,18172123,13165388,5006757,455895,21.66,15.69,5.97,5434,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,11/04/2021,18436363,13379261,5057124,466023,21.97,15.95,6.03,5554,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,12/04/2021,18855713,13722199,5133535,490450,22.47,16.36,6.12,5846,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,13/04/2021,19433407,14226152,5207274,519518,23.16,16.96,6.21,6192,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,14/04/2021,20210017,14919439,5290595,534892,24.09,17.78,6.31,6375,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,15/04/2021,20892144,15531286,5360876,532333,24.9,18.51,6.39,6345,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,16/04/2021,21490449,16055269,5435196,527332,25.61,19.14,6.48,6285,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,17/04/2021,21856996,16365138,5491873,526410,26.05,19.51,6.55,6274,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,18/04/2021,22126925,16595996,5530942,527223,26.37,19.78,6.59,6284,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,19/04/2021,22530387,16937945,5592452,524953,26.85,20.19,6.67,6257,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,07/05/2021,34695235,27063053,7658315,704846,41.35,32.26,9.13,8401,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,08/05/2021,35121690,27336894,7812653,717654,41.86,32.58,9.31,8554,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,09/05/2021,35408244,27521875,7915294,720685,42.2,32.8,9.43,8590,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,21/05/2021,44706049,33340610,11480526,716301,53.28,39.74,13.68,8538,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,22/05/2021,45180417,33570114,11739676,726799,53.85,40.01,13.99,8663,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,23/05/2021,45465876,33703964,11900151,727216,54.19,40.17,14.18,8668,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,24/05/2021,45792132,33853269,12085149,694341,54.58,40.35,14.4,8276,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,25/05/2021,46448431,34150840,12469135,663357,55.36,40.7,14.86,7906,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,05/06/2021,54927256,38023554,17751018,705698,65.47,45.32,21.16,8411,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,06/06/2021,55219846,38101458,17983972,706926,65.82,45.41,21.43,8426,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,07/06/2021,55834930,38349656,18405360,716531,66.55,45.71,21.94,8540,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,08/06/2021,56893010,38763360,19118201,726333,67.81,46.2,22.79,8657,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,09/06/2021,58321058,39311930,20093674,751795,69.51,46.86,23.95,8961,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,10/06/2021,59516219,39808775,20880536,830598,70.94,47.45,24.89,9900,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,16/06/2021,64396809,41740193,24166216,867964,76.75,49.75,28.8,10345,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,17/06/2021,65547657,42211380,24914167,861634,78.13,50.31,29.69,10270,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,18/06/2021,66542789,42628112,25561450,851403,79.31,50.81,30.47,10148,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,19/06/2021,66970887,42769587,25869228,850157,79.82,50.98,30.83,10133,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,20/06/2021,67266069,42850475,26096337,851883,80.17,51.07,31.1,10153,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,21/06/2021,67899045,43098136,26518046,848519,80.93,51.37,31.61,10113,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,22/06/2021,68979690,43511629,27219617,852768,82.22,51.86,32.44,10164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,23/06/2021,70318329,44038293,28066455,845931,83.81,52.49,33.45,10083,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,24/06/2021,71357563,44571443,28613109,829987,85.05,53.12,34.1,9893,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,25/06/2021,72281128,44995156,29153395,819763,86.15,53.63,34.75,9771,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,11/07/2021,82568426,49105062,35596022,643380,98.41,58.53,42.43,7668,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,12/07/2021,83038624,49271873,35913518,633683,98.97,58.73,42.8,7553,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,13/07/2021,83803426,49473497,36496704,631289,99.88,58.97,43.5,7524,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,14/07/2021,84782208,49702009,37270033,628321,101.05,59.24,44.42,7489,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,15/07/2021,85552793,49897419,37867848,616755,101.97,59.47,45.13,7351,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,16/07/2021,86215364,50072494,38377574,602774,102.76,59.68,45.74,7184,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,17/07/2021,86488252,50162839,38578689,592590,103.08,59.79,45.98,7063,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,18/07/2021,86688883,50234665,38718806,588637,103.32,59.87,46.15,7016,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,19/07/2021,87072136,50341637,39009370,576216,103.78,60,46.49,6868,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,28/07/2021,91564918,51360616,42598982,446236,109.14,61.22,50.77,5319,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,29/07/2021,92145113,51481772,43072673,439856,109.83,61.36,51.34,5243,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,30/07/2021,92644391,51593427,43476219,429297,110.42,61.49,51.82,5117,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,31/07/2021,92840016,51653925,43623655,426949,110.65,61.57,51.99,5089,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,01/08/2021,92957392,51690903,43709789,425905,110.79,61.61,52.1,5076,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,02/08/2021,93252340,51761813,43944968,419477,111.15,61.69,52.38,5000,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,03/08/2021,93716478,51852883,44331125,406390,111.7,61.8,52.84,4844,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,04/08/2021,94291629,51964612,44807129,389530,112.39,61.94,53.41,4643,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,05/08/2021,94811299,52065519,45240147,380884,113,62.06,53.92,4540,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,06/08/2021,95253638,52162629,45600400,372750,113.53,62.17,54.35,4443,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,07/08/2021,95439165,52217188,45744202,371307,113.75,62.24,54.52,4426,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,08/08/2021,95555470,52244994,45836561,371154,113.89,62.27,54.63,4424,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,09/08/2021,95850919,52305986,46079719,371226,114.24,62.34,54.92,4425,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,10/08/2021,96282553,52392294,46436184,366582,114.76,62.45,55.35,4369,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,01/09/2021,102405265,54589218,50664246,215593,122.06,65.06,60.39,2570,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,02/09/2021,102663216,54702112,50806322,209466,122.36,65.2,60.56,2497,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,03/09/2021,102910680,54809115,50945417,208621,122.66,65.33,60.72,2487,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,04/09/2021,103018873,54857850,51010100,204425,122.79,65.38,60.8,2437,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,05/09/2021,103083599,54886347,51048196,201464,122.86,65.42,60.84,2401,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,06/09/2021,103238833,54950716,51132765,196160,123.05,65.5,60.94,2338,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,11/09/2021,104317169,55385623,51732720,185471,124.33,66.01,61.66,2211,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,12/09/2021,104381953,55409573,51774294,185479,124.41,66.04,61.71,2211,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,13/09/2021,104549019,55473318,51868342,187169,124.61,66.12,61.82,2231,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,14/09/2021,104786387,55566494,51992161,189164,124.89,66.23,61.97,2255,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,15/09/2021,105070772,55671289,52145165,192534,125.23,66.35,62.15,2295,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,16/09/2021,105347141,55777476,52288353,195464,125.56,66.48,62.32,2330,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,17/09/2021,105596233,55871673,52428263,198516,125.86,66.59,62.49,2366,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,03/10/2021,108154626,56726064,53820844,148970,128.91,67.61,64.15,1776,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,04/10/2021,108249692,56758173,53869130,140871,129.02,67.65,64.21,1679,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,05/10/2021,108431370,56813008,53959289,134883,129.24,67.71,64.31,1608,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,06/10/2021,108634682,56871075,54058196,128026,129.48,67.78,64.43,1526,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,07/10/2021,108844281,56932777,54161423,123152,129.73,67.86,64.55,1468,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,08/10/2021,109025206,56990082,54249687,130876,129.95,67.93,64.66,1560,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,20/10/2021,110438650,57382093,54899231,126107,131.63,68.39,65.43,1503,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Germany,DEU,21/10/2021,110631314,57428018,54979409,124421,131.86,68.45,65.53,1483,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut
Guyana,GUY,15/04/2021,73600,73000,600,2974,9.31,9.24,0.08,3763,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,23/04/2021,113596,111825,1771,5000,14.37,14.15,0.22,6326,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,26/04/2021,126800,124000,2800,4743,16.04,15.69,0.35,6001,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,06/05/2021,153494,150694,2800,2669,19.42,19.07,0.35,3377,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,25/05/2021,245614,187234,58380,4848,31.08,23.69,7.39,6134,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,02/06/2021,274625,203847,70778,3626,34.75,25.79,8.96,4588,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,25/06/2021,335091,230486,104605,2153,42.4,29.16,13.24,2724,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,29/06/2021,340020,232599,107421,1643,43.02,29.43,13.59,2079,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,30/06/2021,341886,233134,108752,1597,43.26,29.5,13.76,2021,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,01/07/2021,344466,233756,110710,1652,43.59,29.58,14.01,2090,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,02/07/2021,346626,234255,112371,1648,43.86,29.64,14.22,2085,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,06/07/2021,350190,235796,114394,1453,44.31,29.84,14.47,1838,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,08/07/2021,354014,237111,116903,1364,44.79,30,14.79,1726,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,14/07/2021,363442,240392,123050,1620,45.99,30.42,15.57,2050,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,19/07/2021,371243,242991,128252,1563,46.97,30.75,16.23,1978,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,22/07/2021,373726,244365,129361,1246,47.29,30.92,16.37,1577,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,23/07/2021,374841,245092,129749,1183,47.43,31.01,16.42,1497,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,26/07/2021,377145,246716,130429,843,47.72,31.22,16.5,1067,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,16/08/2021,434965,287837,147128,3151,55.04,36.42,18.62,3987,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,23/08/2021,455209,301369,153840,2892,57.6,38.13,19.47,3659,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,25/08/2021,460700,305012,155688,2850,58.29,38.59,19.7,3606,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,26/08/2021,465463,306906,158557,3117,58.89,38.83,20.06,3944,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,20/09/2021,525644,346529,179115,2225,66.51,43.85,22.66,2815,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,23/09/2021,533843,351981,181862,2221,67.55,44.54,23.01,2810,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,27/09/2021,538748,354676,184072,1872,68.17,44.88,23.29,2369,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,29/09/2021,543180,357208,185972,1724,68.73,45.2,23.53,2181,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,05/10/2021,575396,362919,212477,4919,72.8,45.92,26.88,6224,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,06/10/2021,579761,364208,215553,5226,73.36,46.08,27.27,6612,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,07/10/2021,583394,365274,218120,4978,73.82,46.22,27.6,6299,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,08/10/2021,586207,366190,220017,4613,74.17,46.33,27.84,5837,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,12/10/2021,593900,368850,225050,2643,75.15,46.67,28.48,3344,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,13/10/2021,596526,369877,226649,2395,75.48,46.8,28.68,3030,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Guyana,GUY,21/10/2021,607930,374539,233391,1629,76.92,47.39,29.53,2061,"Oxford/AstraZeneca, Sputnik V",Ministry of Health
Haiti,HTI,21/07/2021,2041,2041,341,401,0.02,0.02,0,35,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,22/07/2021,2198,2198,341,360,0.02,0.02,0,31,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,26/07/2021,3369,3369,341,304,0.03,0.03,0,26,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,27/07/2021,4078,4078,341,348,0.04,0.04,0,30,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,28/07/2021,4526,4526,341,355,0.04,0.04,0,31,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,29/07/2021,5425,5425,341,461,0.05,0.05,0,40,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,30/07/2021,6576,6576,341,584,0.06,0.06,0,51,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,02/08/2021,8448,8448,341,726,0.07,0.07,0,63,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,03/08/2021,9630,9630,341,793,0.08,0.08,0,69,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,04/08/2021,11209,11209,341,955,0.1,0.1,0,83,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,05/08/2021,12641,12641,341,1031,0.11,0.11,0,89,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,06/08/2021,14074,14074,341,1071,0.12,0.12,0,93,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,09/08/2021,15454,15454,341,1001,0.13,0.13,0,87,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,10/08/2021,16938,16938,341,1044,0.15,0.15,0,90,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,11/08/2021,19182,19157,366,1139,0.17,0.17,0,99,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,13/08/2021,20281,20251,371,887,0.18,0.18,0,77,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,16/08/2021,21151,20948,544,814,0.18,0.18,0,71,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,18/08/2021,24102,23044,1399,703,0.21,0.2,0.01,61,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,21/08/2021,26109,24560,1890,791,0.23,0.21,0.02,69,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,23/08/2021,27412,25307,2446,894,0.24,0.22,0.02,77,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,25/08/2021,29077,26058,3360,711,0.25,0.23,0.03,62,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,26/08/2021,29227,26208,3360,637,0.25,0.23,0.03,55,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,27/08/2021,31698,27305,4734,894,0.27,0.24,0.04,77,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,31/08/2021,35741,29332,6750,1071,0.31,0.25,0.06,93,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,03/09/2021,41629,32226,9744,1419,0.36,0.28,0.08,123,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,07/09/2021,46201,34317,12225,1494,0.4,0.3,0.11,129,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,09/09/2021,50624,36583,14382,1565,0.44,0.32,0.12,136,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,10/09/2021,52391,37389,15343,1537,0.45,0.32,0.13,133,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,17/09/2021,60688,42494,18535,1185,0.53,0.37,0.16,103,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,21/09/2021,61545,42899,18987,630,0.53,0.37,0.16,55,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,26/09/2021,67023,47010,20354,844,0.58,0.41,0.18,73,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,01/10/2021,70003,49201,21143,739,0.61,0.43,0.18,64,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,02/10/2021,75220,52788,22773,1328,0.65,0.46,0.2,115,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,07/10/2021,88133,62929,25545,2675,0.76,0.55,0.22,232,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,10/10/2021,96073,69379,27035,2610,0.83,0.6,0.23,226,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Haiti,HTI,21/10/2021,102168,73568,28941,1627,0.89,0.64,0.25,141,"Johnson&Johnson, Oxford/AstraZeneca",Pan American Health Organization
Iceland,ISL,20/01/2021,6205,5725,480,63,1.81,1.67,0.14,183,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,25/01/2021,15220,10433,4787,1306,4.43,3.04,1.39,3804,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,27/01/2021,15522,10702,4820,1331,4.52,3.12,1.4,3876,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,03/02/2021,16951,12098,4853,204,4.94,3.52,1.41,594,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,05/02/2021,17515,12660,4855,226,5.1,3.69,1.41,658,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,08/02/2021,17657,12801,4856,159,5.14,3.73,1.41,463,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,12/02/2021,19624,14086,5538,301,5.72,4.1,1.61,877,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,15/02/2021,19844,14087,5757,312,5.78,4.1,1.68,909,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
