country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
Iceland,ISL,16/02/2021,20031,14087,5944,269,5.83,4.1,1.73,783,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,17/02/2021,21569,14188,7381,418,6.28,4.13,2.15,1217,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,11/03/2021,46052,33289,12763,979,13.41,9.7,3.72,2851,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,12/03/2021,46862,34018,12844,1016,13.65,9.91,3.74,2959,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,15/03/2021,47059,34171,12888,719,13.71,9.95,3.75,2094,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,17/03/2021,50297,36775,13522,798,14.65,10.71,3.94,2324,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,18/03/2021,51283,37179,14104,747,14.94,10.83,4.11,2176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,19/03/2021,52604,37865,14739,820,15.32,11.03,4.29,2388,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,22/03/2021,53019,37953,15066,851,15.44,11.05,4.39,2478,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,23/03/2021,54868,37962,16906,884,15.98,11.06,4.92,2575,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,24/03/2021,58029,38142,19887,1105,16.9,11.11,5.79,3218,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,25/03/2021,59903,39578,20325,1231,17.45,11.53,5.92,3585,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,26/03/2021,60366,39633,20733,1109,17.58,11.54,6.04,3230,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,29/03/2021,66156,45422,20734,1877,19.27,13.23,6.04,5467,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,31/03/2021,72987,49289,23698,2137,21.26,14.35,6.9,6224,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,03/04/2021,74603,50259,24344,1758,21.73,14.64,7.09,5120,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,08/04/2021,79726,52634,27092,886,23.22,15.33,7.89,2580,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,09/04/2021,86368,58567,27801,1758,25.15,17.06,8.1,5120,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,12/04/2021,89190,61134,28056,1791,25.98,17.8,8.17,5216,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,14/04/2021,95439,67158,28281,2391,27.8,19.56,8.24,6964,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,16/04/2021,98672,70058,28614,1758,28.74,20.4,8.33,5120,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,19/04/2021,100168,70482,29686,1568,29.17,20.53,8.65,4567,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,22/04/2021,113330,80721,32609,2325,33.01,23.51,9.5,6771,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,28/04/2021,121530,87038,34492,1798,35.39,25.35,10.05,5236,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,29/04/2021,133064,98008,35432,2819,38.75,28.54,10.32,8210,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,30/04/2021,145261,109409,36228,4366,42.31,31.86,10.55,12716,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,03/05/2021,146111,110199,36376,3902,42.55,32.09,10.59,11364,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,05/05/2021,157230,115447,42301,5100,45.79,33.62,12.32,14853,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,06/05/2021,167168,124014,50192,4872,48.69,36.12,14.62,14189,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,07/05/2021,184304,138577,53658,5578,53.68,40.36,15.63,16245,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,11/05/2021,188146,140805,55780,5211,54.8,41.01,16.25,15176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,12/05/2021,198421,144775,62276,5884,57.79,42.16,18.14,17137,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,14/05/2021,203735,147592,65011,2776,59.34,42.98,18.93,8085,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,18/05/2021,211619,152584,67905,3353,61.63,44.44,19.78,9765,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,19/05/2021,220021,156058,73205,3086,64.08,45.45,21.32,8988,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,20/05/2021,225051,159327,76259,3425,65.54,46.4,22.21,9975,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,21/05/2021,231109,163815,80464,3911,67.31,47.71,23.43,11390,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,25/05/2021,231640,164273,80611,2860,67.46,47.84,23.48,8329,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,27/05/2021,243924,169570,87815,2696,71.04,49.39,25.58,7852,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,28/05/2021,249800,171376,91893,2670,72.75,49.91,26.76,7776,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,02/06/2021,258829,177511,94950,3007,75.38,51.7,27.65,8758,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,03/06/2021,269324,184619,98882,3629,78.44,53.77,28.8,10569,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,04/06/2021,273455,187606,101082,3379,79.64,54.64,29.44,9841,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,07/06/2021,274144,188208,101713,2704,79.84,54.81,29.62,7875,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,09/06/2021,287635,198155,105590,4115,83.77,57.71,30.75,11985,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,11/06/2021,317082,214971,128645,6232,92.35,62.61,37.47,18150,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,15/06/2021,326982,224191,138517,6585,95.23,65.29,40.34,19178,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,16/06/2021,340348,231520,145088,7530,99.12,67.43,42.26,21930,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,17/06/2021,355178,238814,153725,7546,103.44,69.55,44.77,21977,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,22/06/2021,356839,240273,155323,4265,103.93,69.98,45.24,12421,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,23/06/2021,368066,250484,166490,3960,107.2,72.95,48.49,11533,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,24/06/2021,383582,258120,174732,4058,111.71,75.17,50.89,11818,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,25/06/2021,386715,258852,177540,4458,112.63,75.39,51.71,12983,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,29/06/2021,390877,258983,181635,4863,113.84,75.43,52.9,14163,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,30/06/2021,401582,259385,192194,4788,116.96,75.54,55.97,13945,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,01/07/2021,422848,259885,213186,5609,123.15,75.69,62.09,16336,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,02/07/2021,435373,262051,223719,6951,126.8,76.32,65.16,20244,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,07/07/2021,444090,262490,232162,6073,129.34,76.45,67.61,17687,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,08/07/2021,451056,264783,238843,4030,131.37,77.12,69.56,11737,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,09/07/2021,451936,264849,239686,2366,131.62,77.13,69.81,6891,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,14/07/2021,460812,266949,246678,2389,134.21,77.75,71.84,6958,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,15/07/2021,466434,267154,252152,2197,135.84,77.81,73.44,6399,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,21/09/2021,548904,281267,274497,1387,159.86,81.92,79.94,4039,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,23/09/2021,551110,281440,275493,750,160.51,81.97,80.23,2184,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,30/09/2021,554603,281734,276522,499,161.52,82.05,80.53,1453,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,07/10/2021,558483,282036,277210,554,162.65,82.14,80.73,1613,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,14/10/2021,562426,282338,277837,563,163.8,82.23,80.92,1640,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
Iceland,ISL,21/10/2021,567789,282644,278276,766,165.36,82.32,81.04,2231,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health
India,IND,13/02/2021,8052454,8044786,7668,325305,0.58,0.58,0,233,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,15/02/2021,8516771,8418653,98118,322538,0.61,0.6,0.01,231,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,16/02/2021,8857341,8641002,216339,320826,0.64,0.62,0.02,230,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,17/02/2021,9186757,8844641,342116,309949,0.66,0.63,0.02,222,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,18/02/2021,9846523,9381591,464932,334502,0.71,0.67,0.03,240,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,19/02/2021,10449942,9693000,756942,354614,0.75,0.7,0.05,254,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,20/02/2021,10838323,9964383,873940,397981,0.78,0.72,0.06,286,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,21/02/2021,11085173,10124531,960642,400080,0.8,0.73,0.07,287,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,22/02/2021,11424094,10308552,1115542,415332,0.82,0.74,0.08,298,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,23/02/2021,11907392,10585757,1321635,435722,0.85,0.76,0.09,313,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,24/02/2021,12366633,10884879,1481754,454268,0.89,0.78,0.11,326,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,25/02/2021,13067047,11206188,1860859,460075,0.94,0.8,0.13,330,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,26/02/2021,13756940,11552857,2204083,472428,0.99,0.83,0.16,339,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,27/02/2021,14242547,11788669,2453878,486318,1.02,0.85,0.18,349,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,28/02/2021,14301266,11845075,2456191,459442,1.03,0.85,0.18,330,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,01/03/2021,14854136,12256337,2597799,490006,1.07,0.88,0.19,352,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,02/03/2021,15620749,12906771,2713978,530480,1.12,0.93,0.19,381,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,03/03/2021,16616048,13739121,2876927,607059,1.19,0.99,0.21,436,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,04/03/2021,18005503,14796835,3208668,705494,1.29,1.06,0.23,506,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,05/03/2021,19497704,15996683,3501021,820109,1.4,1.15,0.25,589,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,06/03/2021,20922344,17168303,3754041,954257,1.5,1.23,0.27,685,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,07/03/2021,20989010,17227903,3761107,955392,1.51,1.24,0.27,686,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,08/03/2021,23008733,18943283,4065450,1164942,1.65,1.36,0.29,836,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,09/03/2021,24367906,20004227,4363679,1249594,1.75,1.44,0.31,897,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,10/03/2021,25685011,21034481,4650530,1295566,1.84,1.51,0.33,930,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,11/03/2021,26164920,21435841,4729079,1165631,1.88,1.54,0.34,837,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,12/03/2021,28218457,23075504,5142953,1245822,2.03,1.66,0.37,894,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,13/03/2021,29738409,24307635,5430774,1259438,2.13,1.74,0.39,904,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,14/03/2021,29908038,24452385,5455653,1274147,2.15,1.75,0.39,914,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,15/03/2021,32947432,27079484,5867948,1419814,2.36,1.94,0.42,1019,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,16/03/2021,35064536,28862037,6202499,1528090,2.52,2.07,0.45,1097,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,17/03/2021,37143255,30600787,6542468,1636892,2.67,2.2,0.47,1175,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,18/03/2021,39339817,32426230,6913587,1882128,2.82,2.33,0.5,1351,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,19/03/2021,42063392,34842030,7221362,1977848,3.02,2.5,0.52,1419,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,20/03/2021,44603841,37125187,7478654,2123633,3.2,2.66,0.54,1524,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,21/03/2021,45065998,37574302,7491696,2165423,3.23,2.7,0.54,1554,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,22/03/2021,48494594,40631153,7863441,2221023,3.48,2.92,0.56,1594,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,23/03/2021,50841286,42731952,8109334,2253821,3.65,3.07,0.58,1617,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,24/03/2021,53145709,44846538,8299171,2286065,3.81,3.22,0.6,1641,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,25/03/2021,55504440,47001472,8502968,2309232,3.98,3.37,0.61,1657,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,26/03/2021,58109773,49426618,8683155,2292340,4.17,3.55,0.62,1645,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,27/03/2021,60269782,51441436,8828346,2237992,4.33,3.69,0.63,1606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,28/03/2021,60530435,51660234,8870201,2209205,4.34,3.71,0.64,1585,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,29/03/2021,61113354,52211398,8901956,1802680,4.39,3.75,0.64,1294,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,30/03/2021,63054353,53989035,9065318,1744724,4.53,3.87,0.65,1252,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,31/03/2021,65117896,55783201,9334695,1710312,4.67,4,0.67,1227,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,01/04/2021,68789138,59148798,9640340,1897814,4.94,4.24,0.69,1362,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,02/04/2021,73054295,63081589,9972706,2134932,5.24,4.53,0.72,1532,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,03/04/2021,75979651,65739470,10240181,2244267,5.45,4.72,0.73,1611,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,04/04/2021,79105163,68678838,10426325,2653533,5.68,4.93,0.75,1904,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,05/04/2021,83110926,72277309,10833617,3142510,5.96,5.19,0.78,2255,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,06/04/2021,87077474,75937015,11140459,3431874,6.25,5.45,0.8,2463,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,07/04/2021,90198673,78763027,11435646,3582968,6.47,5.65,0.82,2571,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,08/04/2021,94334262,82456522,11877740,3649303,6.77,5.92,0.85,2619,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,09/04/2021,98075160,85763852,12311308,3574409,7.04,6.15,0.88,2565,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,10/04/2021,101595147,88885961,12709186,3659357,7.29,6.38,0.91,2626,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,11/04/2021,104528565,91587400,12941165,3631915,7.5,6.57,0.93,2606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,12/04/2021,108533085,95043039,13490046,3631737,7.79,6.82,0.97,2606,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,13/04/2021,111179578,97301914,13877664,3443158,7.98,6.98,1,2471,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,14/04/2021,114493238,100179199,14314039,3470652,8.22,7.19,1.03,2491,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,15/04/2021,117223509,102349255,14874254,3269892,8.41,7.35,1.07,2347,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,16/04/2021,119937641,104408484,15529157,3123212,8.61,7.49,1.11,2241,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,17/04/2021,122622590,106431076,16191514,3003920,8.8,7.64,1.16,2156,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,18/04/2021,123852566,107371770,16480796,2760572,8.89,7.71,1.18,1981,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,19/04/2021,127129113,109659181,17469932,2656575,9.12,7.87,1.25,1907,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,21/04/2021,129646105,111673361,17972744,2164695,9.3,8.01,1.29,1554,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,22/04/2021,132754608,113584269,19170339,2218728,9.53,8.15,1.38,1592,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,25/04/2021,139185173,117795008,21390165,2190372,9.99,8.45,1.54,1572,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,26/04/2021,142524947,119886252,22638695,2199405,10.23,8.6,1.62,1578,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,27/04/2021,144879233,121263287,23615946,2355946,10.4,8.7,1.69,1691,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,28/04/2021,147053392,122538179,24515213,2486755,10.55,8.79,1.76,1785,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,29/04/2021,149268772,123811908,25456864,2359166,10.71,8.89,1.83,1693,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,30/04/2021,151998107,125376952,26621155,2442854,10.91,9,1.91,1753,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,01/05/2021,153626325,126328970,27297355,2369239,11.03,9.07,1.96,1700,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,02/05/2021,154211511,126704151,27507360,2146620,11.07,9.09,1.97,1541,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,03/05/2021,156082136,127696675,28385461,1936741,11.2,9.16,2.04,1390,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,04/05/2021,157750752,128627919,29122833,1838788,11.32,9.23,2.09,1320,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,05/05/2021,159931238,129730641,30200597,1839692,11.48,9.31,2.17,1320,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
India,IND,06/05/2021,162603603,131058890,31544713,1904976,11.67,9.41,2.26,1367,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India
