country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,year,month,continent
United Arab Emirates,ARE,2021-04-10,20228472,9356150,8327567,50810,202.47,93.65,83.35,5086,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,April,Asia
United Arab Emirates,ARE,2021-03-10,20196549,9346591,8308081,48076,202.15,93.55,83.15,4812,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,March,Asia
United Arab Emirates,ARE,2021-01-10,20121481,9326856,8278450,49448,201.39,93.35,82.86,4949,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,January,Asia
United Arab Emirates,ARE,2021-08-25,17843063,8436413,7397933,48054,178.59,84.44,74.05,4810,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,August,Asia
United Arab Emirates,ARE,2021-01-09,18289168,8693586,7595761,63729,183.05,87.01,76.03,6379,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,January,Asia
United Arab Emirates,ARE,2021-04-09,18389144,8743077,7645247,59279,184.06,87.51,76.52,5933,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,April,Asia
United Arab Emirates,ARE,2021-06-09,18439345,8772634,7664928,49169,184.56,87.8,76.72,4921,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,June,Asia
United Arab Emirates,ARE,2021-07-09,18542213,8812200,7704493,54746,185.59,88.2,77.11,5479,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-09-09,18710538,8861741,7754024,56620,187.27,88.7,77.61,5667,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-17,19330107,9059751,7971790,75566,193.47,90.68,79.79,7563,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-18,19412656,9079284,8011133,78813,194.3,90.87,80.18,7888,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-19,19445872,9089444,8021261,71904,194.63,90.98,80.28,7197,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-20,19486569,9108831,8030804,69803,195.04,91.17,80.38,6987,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-21,19549263,9128792,8070524,67959,195.67,91.37,80.78,6802,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-22,19653364,9158580,8090409,69944,196.71,91.67,80.98,7001,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-23,19713423,9178234,8110078,66608,197.31,91.86,81.17,6667,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-09-24,19775346,9198295,8139997,63606,197.93,92.07,81.47,6366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-03-09,18339225,8713654,7625684,56800,183.56,87.21,76.32,5685,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,March,Asia
United Arab Emirates,ARE,2021-08-24,17776853,8357317,7348504,46086,177.93,83.65,73.55,4613,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,August,Asia
United Arab Emirates,ARE,2021-09-27,19872799,9237642,8179368,55176,198.91,92.46,81.87,5523,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-12-08,17288318,8080410,7190279,42826,173.04,80.88,71.97,4286,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,December,Asia
United Arab Emirates,ARE,2021-09-08,17137750,7981397,7140729,43676,171.53,79.89,71.47,4371,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-08-21,17683483,8327923,7328967,48405,176.99,83.35,73.36,4845,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,August,Asia
United Arab Emirates,ARE,2021-08-08,17113003,7961606,7130830,43144,171.28,79.69,71.37,4318,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,August,Asia
United Arab Emirates,ARE,2021-07-08,17097354,7951798,7121013,43091,171.13,79.59,71.27,4313,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-06-08,17037618,7922403,7091590,43054,170.53,79.29,70.98,4309,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,June,Asia
United Arab Emirates,ARE,2021-05-08,16988539,7892446,7071552,44539,170.04,78.99,70.78,4458,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,May,Asia
United Arab Emirates,ARE,2021-03-08,16884412,7842865,7021985,42419,168.99,78.5,70.28,4246,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,March,Asia
United Arab Emirates,ARE,2021-02-08,16832021,7813207,6992326,43979,168.47,78.2,69.99,4402,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,February,Asia
United Arab Emirates,ARE,2021-07-31,16795717,7803451,6972665,44288,168.11,78.1,69.79,4433,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-07-18,16358244,7674726,6735166,60589,163.73,76.82,67.41,6064,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-07-16,16263585,7664971,6725394,56897,162.78,76.72,67.31,5695,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-07-15,16194526,7645272,6705685,56953,162.09,76.52,67.12,5700,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-07-14,16120004,7536317,6596750,55941,161.34,75.43,66.03,5599,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-04-08,16935702,7872930,7042119,41499,169.51,78.8,70.48,4154,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,April,Asia
United Arab Emirates,ARE,2021-12-07,15968660,7486855,6527509,56288,159.83,74.94,65.33,5634,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,December,Asia
United Arab Emirates,ARE,2021-11-07,15934124,7477002,6507761,57131,159.48,74.84,65.14,5718,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,November,Asia
United Arab Emirates,ARE,2021-10-07,15915717,7457402,6488137,58783,159.3,74.64,64.94,5884,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,October,Asia
United Arab Emirates,ARE,2021-09-07,15865306,7437635,6458478,62432,158.79,74.44,64.64,6249,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,September,Asia
United Arab Emirates,ARE,2021-08-07,15795853,7417751,6428717,57220,158.1,74.24,64.34,5727,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,August,Asia
United Arab Emirates,ARE,2021-07-07,15728415,7397884,6398972,52296,157.42,74.04,64.05,5234,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Arab Emirates,ARE,2021-06-07,15650988,7368545,6359697,64618,156.65,73.75,63.65,6468,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,June,Asia
United Arab Emirates,ARE,2021-05-07,15574641,7319003,6329949,66201,155.89,73.26,63.36,6626,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,May,Asia
United Arab Emirates,ARE,2021-10-08,17197497,8011256,7170569,44726,172.13,80.18,71.77,4477,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,October,Asia
United Arab Emirates,ARE,2021-02-23,5668264,3480415,2187849,67077,56.73,34.84,21.9,6714,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,February,Asia
United Arab Emirates,ARE,2021-10-01,1086568,836568,250000,52053,10.88,8.37,2.5,5210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,October,Asia
United Arab Emirates,ARE,2021-11-08,17245815,8040860,7180399,44302,172.61,80.48,71.87,4434,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,November,Asia
United Arab Emirates,ARE,2021-07-13,16042491,7516827,6557442,55929,160.57,75.24,65.63,5598,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,2021,July,Asia
United Kingdom,GBR,2021-02-24,19392553,18691835,700718,342250,28.43,27.4,1.03,5018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-02-23,18911978,18242873,669105,344633,27.73,26.75,0.98,5053,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-02-20,18197269,17582121,615148,371052,26.68,25.78,0.9,5440,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-02-21,18348165,17723840,624325,358341,26.9,25.99,0.92,5254,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-06-02,12526737,12015018,511719,436908,18.37,17.62,0.75,6406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-02-22,18558969,17916181,642788,348100,27.21,26.27,0.94,5104,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-02-25,19913592,19177555,736037,349781,29.2,28.12,1.08,5128,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-03-15,26503552,24839906,1663646,389942,38.86,36.42,2.44,5717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-05-03,22887118,21796278,1090840,348037,33.56,31.96,1.6,5103,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-06-03,23335514,22213112,1122402,349976,34.21,32.57,1.65,5131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-07-03,23519898,22377255,1142643,346947,34.48,32.81,1.68,5087,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-03-16,27032671,25273226,1759445,424070,39.63,37.05,2.58,6217,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-03-23,31186362,28653523,2532839,593384,45.72,42.01,3.71,8700,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-03-25,32325993,29316130,3009863,578742,47.39,42.98,4.41,8485,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-03-24,31766669,28991188,2775481,593163,46.57,42.5,4.07,8696,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-05-02,11975267,11465210,510057,445128,17.56,16.81,0.75,6526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-02-26,20450858,19682048,768810,371219,29.98,28.86,1.13,5443,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-04-02,11477040,10971047,505993,443943,16.83,16.08,0.74,6509,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,April,Europe
United Kingdom,GBR,2021-01-16,4322456,3872394,450062,274081,6.34,5.68,0.66,4018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-02-02,10520433,10021471,498962,411699,15.42,14.69,0.73,6036,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-05-30,64923228,39384055,25539173,565376,95.19,57.74,37.44,8289,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-05-17,57357857,36811405,20546452,526018,84.09,53.97,30.12,7712,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-11-01,2843815,2431648,412167,165844,4.17,3.57,0.6,2431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,November,Europe
United Kingdom,GBR,2021-12-01,3067541,2639309,428232,194785,4.5,3.87,0.63,2856,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,December,Europe
United Kingdom,GBR,2021-01-13,3356229,2918252,437977,226086,4.92,4.28,0.64,3315,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-14,3678180,3234946,443234,250052,5.39,4.74,0.65,3666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-15,4023705,3576263,447442,269147,5.9,5.24,0.66,3946,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-17,4514802,4062501,452301,262404,6.62,5.96,0.66,3847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-18,4723443,4266577,456866,268518,6.93,6.26,0.67,3937,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-19,5070365,4609740,460625,286118,7.43,6.76,0.68,4195,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-20,5437284,4973248,464036,297294,7.97,7.29,0.68,4359,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-21,5849899,5383103,466796,310246,8.58,7.89,0.68,4549,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-22,6329968,5861351,468617,329466,9.28,8.59,0.69,4830,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-23,6822981,6353321,469660,357218,10.0,9.31,0.69,5237,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-30,9468382,8977329,491053,377914,13.88,13.16,0.72,5541,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-31,9790576,9296367,494209,392361,14.35,13.63,0.72,5752,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-01-02,10143511,9646715,496796,402534,14.87,14.14,0.73,5902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-03-02,10992444,10490487,501957,434171,16.12,15.38,0.74,6365,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-08-04,38444540,31903366,6541174,309629,56.36,46.77,9.59,4540,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-10-04,39587893,32121353,7466540,381415,58.04,47.09,10.95,5592,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,October,Europe
United Kingdom,GBR,2021-11-04,39846781,32190576,7656205,404719,58.42,47.2,11.22,5934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,November,Europe
United Kingdom,GBR,2021-08-22,89501494,47690741,41810753,209173,131.22,69.92,61.3,3067,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-08-21,89344797,47650396,41694401,209308,130.99,69.86,61.13,3069,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-08-14,87879643,47302445,40577198,201911,128.84,69.35,59.49,2960,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-08-13,87633456,47255842,40377614,202681,128.48,69.28,59.2,2972,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-05-08,86009359,46961830,39047529,189924,126.1,68.85,57.25,2785,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-04-08,85801167,46926330,38874837,191935,125.8,68.8,57.0,2814,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,April,Europe
United Kingdom,GBR,2021-03-08,85602164,46892996,38709168,194223,125.5,68.75,56.75,2848,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-07-26,84055550,46619230,37436320,208936,123.24,68.35,54.89,3063,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-07-25,83876595,46589211,37287384,208976,122.97,68.31,54.67,3064,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-07-24,83734088,46564660,37169428,209627,122.76,68.27,54.49,3073,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-07-23,83486397,46520855,36965542,216018,122.4,68.21,54.2,3167,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-07-22,83254082,46477881,36776201,221659,122.06,68.14,53.92,3250,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-07-21,83021749,46433845,36587904,226122,121.72,68.08,53.64,3315,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-08-28,90648473,48003976,42644497,186239,132.9,70.38,62.52,2730,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-07-20,82793310,46388744,36404566,228636,121.39,68.01,53.37,3352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-06-20,74577678,43127763,31449915,415067,109.34,63.23,46.11,6085,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-19,74304520,42964013,31340507,422952,108.94,62.99,45.95,6201,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-18,73787916,42683772,31104144,431224,108.18,62.58,45.6,6322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-17,73359099,42460632,30898467,443639,107.55,62.25,45.3,6504,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-16,72891861,42216654,30675207,449697,106.87,61.89,44.97,6593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-15,72461462,42021089,30440373,458614,106.24,61.61,44.63,6724,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-14,72040763,41831056,30209707,462841,105.62,61.33,44.29,6786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-06-13,71672208,41698429,29973779,470048,105.08,61.14,43.95,6891,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,June,Europe
United Kingdom,GBR,2021-12-06,71343859,41551201,29792658,478468,104.6,60.92,43.68,7015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,December,Europe
United Kingdom,GBR,2021-03-06,66749638,39949694,26799944,485769,97.86,58.57,39.29,7122,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,March,Europe
United Kingdom,GBR,2021-02-06,66180731,39758428,26422303,503156,97.03,58.29,38.74,7377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,February,Europe
United Kingdom,GBR,2021-01-06,65658949,39585665,26073284,523412,96.26,58.04,38.23,7674,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,January,Europe
United Kingdom,GBR,2021-05-31,65211877,39477158,25734719,541564,95.61,57.88,37.73,7940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,May,Europe
United Kingdom,GBR,2021-07-19,82592996,46349709,36243287,231070,121.09,67.95,53.14,3388,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,July,Europe
United Kingdom,GBR,2021-09-04,39001554,32010244,6991310,338624,57.18,46.93,10.25,4965,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,September,Europe
United Kingdom,GBR,2021-08-31,90997895,48087908,42909987,161804,133.41,70.5,62.91,2372,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,August,Europe
United Kingdom,GBR,2021-09-09,92175948,48370340,43805608,123029,135.14,70.92,64.22,1804,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,September,Europe
United Kingdom,GBR,2021-12-04,40107877,32250481,7857396,426971,58.8,47.28,11.52,6260,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,2021,December,Europe
